,Description,source_name,source_link,event_title,State,District,location_description,Datetime,Triggering factor,fatality_count,injury_count,latitude,longitude,Date,Time,Month,Month_Name
292,"Mar 23, 2011, 11.15pm IST  ITANAGAR: Floods triggered by incessant rainfall for the last couple of days have snapped road links in several districts of Arunachal Pradesh. The water-level of Lohit and Dehing river have increased by two meters, posing threats to habitations in the catchments areas, a source said here on Wednesday.  Landslides triggered by flashfloods de-linked Hawai, the headquarters of Anjaw district, from the rest of the state on Monday, besides washing away a primary school building and a few houses near Hayuliang.",articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-03-23/guwahati/29178165_1_road-links-rainfall-source,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",Arunachal Pradesh,,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",22/03/2011 0:00,downpour,0.0,,28.0791,96.5242,2011-03-22,00:00:00,3.0,Mar
293,received between 50-100 mm of rainfall in 24 hours,tribuneindia,http://www.tribuneindia.com/2008/20080815/himachal.htm#1,"Shimla, Mandi, Solan and Sirmaur districts",Himachal Pradesh,,"Shimla, Mandi, Solan and Sirmaur districts",14/08/2008 0:00,monsoon,,,31.0,77.12,2008-08-14,00:00:00,8.0,Aug
294,There was no loss of life but the landslide damaged a cowshed completely,Greater Kashmir,http://aboutkashmir.com/news/2015/Apr/4/weather-improves-but-highway-remains-closed-53.asp,"Reshi Mohalla, Tangmarg",Jammu and Kashmir,,"Reshi Mohalla, Tangmarg",03/04/2015 0:00,continuous_rain,0.0,0.0,34.0604,74.4203,2015-03-04,00:00:00,3.0,Mar
295,"A landslide at Korwad village of Dharampur taluka in Valsad district on Wednesday evening blocked the interior road of the hamlet. However, there were no casualties in the incident, district collector Vikrant Pandey said.",Times of India,http://timesofindia.indiatimes.com/city/surat/Landslide-in-Valsad-village-no-casualties/articleshow/40670951.cms,Korwad village of Dharampur taluka in Valsad district,Gujarat,,Korwad village of Dharampur taluka in Valsad district,20/08/2014 18:00,rain,0.0,0.0,20.5349,73.1703,2014-08-20,18:00:00,8.0,Aug
296,"Dehradun, July 21 (PTI) Two persons were killed and five injured in Uttarakhand, where incessant rains triggered landslides in Garhwal and Kumaon region, blocking several routes and disrupted normal life.Scores of pilgrims were stranded as the debris from landslides was lying on the routes to 'Chardham'-- Yamunotri, Gangotri, Kedarnath and Badrinath, officials said.One person was killed and another injured when the roof of a bus stand collapsed after overnight heavy rains in Chamoli district.In Almora, a jeep skidded off the road and fell into a gorge leaving one person dead and four others injured, they said.In several places, mud house collapsed and crops were were damaged. 16 people have died and 70 have been injured in rain related incidents during this monsoon season.",ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,"Garhwal, Uttarakhand",Uttaranchal,,"Garhwal, Uttarakhand",21/07/2011 0:00,rain,1.0,,30.1665,78.1123,2011-07-21,00:00:00,7.0,Jul
297,A landslide occurred at the Mumbai-Pune Expressway in the early hours today.,NDTV,http://www.ndtv.com/india-news/another-major-landslide-at-mumbai-pune-expressway-reports-1204794,Adoshi tunnel,Maharashtra,,Adoshi tunnel,07/08/2015 3:30,continuous_rain,0.0,0.0,18.7631,73.347,2015-07-08,03:30:00,7.0,Jul
298,"Much ahead of the Monsoon, Gangtok is already reeling under the ipact of incessant rains and resultant landslides.  The Gangtok traffic came to a stand still when a major landslide hit the road at Pani House this afternoon. The highway was blocked for several hours when a portion of the wall above Pani House came crashing down leaving hundreds of vehicle stranded off in the National Highway 31- A. It took almost an hour for Deorali OP Police and the local people to clear the debris for traffic.  However, no human causalities were reported except for the minor damage of a Mahindra Bolero which was parked below the landslide area. Besides, the rainwater entered into one of the hotels located at Pani House leaving the owner and the staff panic-stricken.",voiceofsikkim.com,http://voiceofsikkim.com/2010/04/18/rains-trigger-major-landslide-at-pani-house/,"Natl. Highway 31-A at Pani House(?), Gangtok",Sikkim,,"Natl. Highway 31-A at Pani House(?), Gangtok",17/04/2010 15:00,downpour,0.0,,27.3341,88.6083,2010-04-17,15:00:00,4.0,Apr
299,"Incessant rain and heavy downpour took its toll, in the form of huge landslide which destroyed several houses, properties and road connectivity affecting the normal and regular life of the residents here in New Colony, Zunheboto.",Nagaland Post,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA4MjI0OA%3D%3D,"New Land (""New Colony"")",Nagaland,,"New Land (""New Colony"")",24/06/2015 0:00,continuous_rain,0.0,0.0,26.0319,94.5466,2015-06-24,00:00:00,6.0,Jun
300,A report from Poonch said that three members of a family were buried alive in a house collapse when the house was hit by a landslide in village Sanjiote today. They have been identified as 32-year old Shamima Akhtar wife of Mohammed Yunus and her two children Aftab Yunus and Tehseen Yunus. Bodies of the deceased have been retrieved from beneath the debris of the collapsed house.,www.kashmirtimes.in,http://www.kashmirtimes.in/newsdet.aspx?q=21471,Khanater Village Near Poonch,Jammu and Kashmir,,Khanater Village Near Poonch,14/08/2013 0:00,downpour,,,33.7705,74.0967,2013-08-14,00:00:00,8.0,Aug
301,Landslides blocked Dharamsala-Kangra state highway this morning. A landslide occurred on Himachal Pradesh School Education Board building after heavy rains yesterday night.,Tribune,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,Himachal Pradesh School Education Board,Himachal Pradesh,,Himachal Pradesh School Education Board,11/08/2015 23:00,rain,0.0,0.0,32.1967,76.3194,2015-11-08,23:00:00,11.0,Nov
302,"Landslide at Mt Abu after heavy rains TNN Aug 10, 2011, 11.39am IST  OUNT ABU/ PALANPUR: Heavy downpour at Mount Abu triggered off a landslide at Harna Hanuman temple on Tuesday morning blocking the Mount Abu road which connects the hill station with the rest of the country. Thousands of tourists were stranded due to the landslide. By 7 pm, Mount Abu recorded 210 mm rain within 12 hours bringing its total rainfall this season to 752 mm. Mount Abu's Nakki lake was overflowing since Tuesday afternoon.  Power failure added to the woes of the tourists stuck in Mount Abu. And they might be trapped there for some more time as officials said heavy rain was obstructing the work of clearing the road.  Power failure added to the woes of the tourists stuck in Mount Abu. And they might be trapped there for some more time as officials said heavy rain was obstructing the work of clearing the road.",articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-08-10/rajkot/29871537_1_heavy-rainfall-assistant-commandant-crpf,"Mount Abu, Harna Hanuman temple",Rajasthan,,"Mount Abu, Harna Hanuman temple",09/08/2011 0:00,downpour,0.0,,24.5958,72.7169,2011-09-08,00:00:00,9.0,Sep
303,10 deaths reported b/w Karimnagar and Kurnool,United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument,Karimnagar,Telangana,,Karimnagar,25/06/2007 0:00,rain,10.0,,18.431,79.1492,2007-06-25,00:00:00,6.0,Jun
304,"The Amarnath Yatra was temporarily suspended on Sunday because of the inclement weather and landslides along the yatra route. And as the Met office has predicted more rains in the valley, more interruptions in the annual pilgrimage are likely.  This is for the second time in past three days that the yatra to the high altitude cave shrine in the Himalayas of south Kashmir had to be halted because of the bad weather and landslides .  “There are reports of landslides at several places along the route,” a senior police officer said. “From Sunday morning, we have stopped the pilgrims at the Baltal base camp and have not allow them to move forward”.  The pilgrims to the cave shrine have also been stopped at Chandanwari in Pahalgam and have not been allowed to move ahead because of the rain and thunderstorms.  The pilgrims walking on foot and riding on ponies have been stopped at the base camps whereas, the pilgrims who took the chopper service to the cave shrine were allowed passage. The cho",indianexpress,http://www.indianexpress.com/news/Rains--landslides-disrupt-Amarnath-Yatra-again/812403/,South of Kashmir,Jammu and Kashmir,,South of Kashmir,03/07/2011 0:00,downpour,0.0,,34.1491,76.82600000000002,2011-03-07,00:00:00,3.0,Mar
305,The Mussoorie-Tehri bypass was shut for nearly eight hours due to landslip near Landour Civil Hospital. Two tourist vehicles were also stuck in the landslip. Locals vented their ire at the PWD that responded late causing great deal of inconvenience to tourists and commuters. PWD officials reached the site to clear the debris at around 3 pm.,Tribune India,http://www.tribuneindia.com/news/uttarakhand/mussoorie-tehri-road-closed-for-8-hours/266939.html,"Mussoorie-Tehri bypass, near Landour, Uttarakhand, India",Uttaranchal,,"Mussoorie-Tehri bypass, near Landour, Uttarakhand, India",16/07/2016 15:00,downpour,0.0,0.0,30.4554,78.0973,2016-07-16,15:00:00,7.0,Jul
306,"Siliguri, (IANS) At least three people were killed Thursday when a landslide destroyed a house in West Bengal's Darjeeling district, police said. The incident occurred on the Tripi road of Upper Gumfa area in Kalimpong. The dead were identified as Surekha Bhutia (48) and her two children, Debita Bhutia (21) and Sanjong Bhutia (18). Two others in the house were seriously injured, said police officer Puran Subba.",indiavision,http://www.indiavision.com/news/article/national/67832/1/print/,Tripi (Tirpai?) road of Upper Gumfa area in Kalimpong,West Bengal,,Tripi (Tirpai?) road of Upper Gumfa area in Kalimpong,16/06/2010 0:00,rain,3.0,,27.0765,88.4808,2010-06-16,00:00:00,6.0,Jun
307,"The incident occurred around 11 am when a group of commuters were crossing the Karsingsa block point on foot towards Banderdewa, the gateway of Arunachal capital, Itanagar, when a massive landslide hit the victims and buried them alive after dragging them for about 100 metres.  The killed have been identified as 22-year-old Gichik Yake (Tagru) and her husband Tagru Tassa (27) of Tali in Kurung Kumey district, Kamgouthang Kipgen (29) and Jhon Kipgen (16) – both hailing from Manipur, and eight-year-old boy Hriky Dekam (Tamin) from Daporijo, Upper Subansiri district. The police later brought the bodies to the Arunachal State Hospital morgue for identification and later handed them over to their relatives after completing all formalities.",The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct0214/oth052,Karsingsa block point,Arunachal Pradesh,,Karsingsa block point,01/10/2014 11:00,unknown,5.0,0.0,27.1249,93.7706,2014-01-10,11:00:00,1.0,Jan
308,"Location estimated. Due to incessant rain for the last two days multiple landslide and mudslides near Telangsao Hydro project has once again caused blockage to vehicular movement from Mon to Tobu area. According to sources, Hongpi, DPRO Mon, two culverts have been completely washed away by the landslide while multiple mudslides occurred along the roads. He also informed that since the occurance of landslide, the BRO have been engaged to clear the road blockage.  It may be mentioned that there was a major mudslide in this particular area in the month of April. The situation is likely to deteriorate if it continues to rain in the days to come. This particular route is the life line of the Tobu subdivision of Mon district.",Nagaland Post,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA5ODM0Mg%3D%3D,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",Nagaland,,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",12/06/2016 0:00,continuous_rain,0.0,0.0,26.1677,94.2442,2016-12-06,00:00:00,12.0,Dec
309,"Heavy rains in Konkan  led to a massive landslide  in the Amboli ghat in Sindhdurg, isolating the area from Kolhapur and Belgaum. Two rivers in the region are flowing above the danger levels. Traffic on the Mumbai-Goa highway came to a halt for a few hours. Sindhudurg collector Vikram Kumar said, ""It is still raining very heavily so we will be able to start the relief work only on Saturday morning."" He said that 150 families from Chendvan area of Kudal have been shifted. Konkan Railway was unable to resume operations on Friday evening as the tracks remained under water in Ratnagiri. Chief Secretary J P Dange took a review meeting in Mantralaya on Friday. The train services in Nanded were also disrupted due to heavy rains.",timesofindia.indiatimes,http://timesofindia.indiatimes.com/city/mumbai/Landslide-in-Konkan-after-heavy-rains/articleshow/6239774.cms,"Amboli ghat in Sindhdurg, Konkan",Maharashtra,,"Amboli ghat in Sindhdurg, Konkan",30/07/2010 0:00,downpour,0.0,,15.949000000000002,73.9667,2010-07-30,00:00:00,7.0,Jul
310,Landslides triggered by torrential rain have snapped road communication in Tirap district of Arunachal Pradesh for the past several days.,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-04/guwahati/32536229_1_massive-landslides-landslide-hit-road-blockade,"Tirap , Arunachal Pradesh",Arunachal Pradesh,,"Tirap , Arunachal Pradesh",25/06/2012 0:00,downpour,,,27.174,95.8011,2012-06-25,00:00:00,6.0,Jun
311,"Landslide occurs twice in 3 weeks  Sept. 17: For the second time in three weeks, landslides occurred on the Indrakeeladri ghat road. The incident took place at 9 am on Friday.  A landslide had occurred on August 26 as well. The iron mesh arranged along the hill to protect the lives of the devotees proved futile once more.  The landslides damaged the iron grills erected to protect the people. Interestingly, the two accidents took place at the same venue. The temple executive officer, Mr N. Vijay Kumar, and the engineering officials inspected the ghat road and instructed the officials to clear the debris. With only three weeks left for the beginning of Dasara, the devotees are worried about their safety.  However, the quantity of earth and rock that slid on Friday is less compared to on August 26.",deccanchronicle,http://www.deccanchronicle.com/hyderabad/landslide-occurs-twice-3-weeks-788,"Indrakeeladri ghat rd, Vijayawada, Andhra Pradesh",Andhra Pradesh,Krishna,"Indrakeeladri ghat rd, Vijayawada, Andhra Pradesh",17/09/2010 9:00,downpour,0.0,,16.5141,80.6055,2010-09-17,09:00:00,9.0,Sep
312,"ITANAGAR: Surface communication to Dibang Valley district in Arunachal Pradesh is cut off for the past few days following landslides at various locations of the Anini-Roing Road. Heavy landsides occurred at many locations, including Endulin Nallah, Mayodia, 17-camp, 83-camp. The whole 120-km stretch of road between Mayudia and Endulin has been hit by landslides and it is feared that the situation may aggravate further if the downpour continues for a few more days. The BRO has pressed its men and machineries into service. However, considering massive landslides in many locations, the restoration of road link may take some more time, a source said. The event occured over the past few days, date uncertain.",timesofindia.indiatimes,http://timesofindia.indiatimes.com/Landslides-snap-road-links-in-Dibang-Valley/articleshow/12601499.cms,"Endulin Nallah, Mayodia, 17-camp, 83-camp",Arunachal Pradesh,,"Endulin Nallah, Mayodia, 17-camp, 83-camp",08/04/2012 0:00,downpour,0.0,,28.4659,95.86,2012-08-04,00:00:00,8.0,Aug
313,"Dehra Dun, Jun 1 (PTI) A man was killed in landslides triggered by rains in Uttarkashi as light to moderate rains lashed most parts of Uttarakhand today bringing cold conditions in the hill state.  The rains triggered landslides at Chhatanga village in Uttarkashi district on Rishikesh-Yamunotri National Highway last evening, killing a 45-year-old man, officials said.",news.in,http://news.in.msn.com/national/article.aspx?cp-documentid=5187654,"Chhatanga(?) village on Rishikesh-Yamunotri highway, Uttarkashi ",Uttaranchal,,"Chhatanga(?) village on Rishikesh-Yamunotri highway, Uttarkashi ",31/05/2011 18:00,rain,1.0,,30.4783,78.2741,2011-05-31,18:00:00,5.0,May
314,Over 150 devotees on their way to Kedarnath and back were stuck on Thursday after 34 km long Gaurikund-Kedarnath pedestrian trek came to a grinding halt owing to landslide triggered by heavy rains near Gaurikund in the Rudraprayag district. Most of the stranded pilgrims are aged between 32 to 56 years.,Times of India,http://timesofindia.indiatimes.com/city/dehradun/150-Kedarnath-devotees-stranded-after-rain-triggers-landslide-in-Gaurikund/articleshow/42290299.cms,Gaurikund-Kedarnath pedestrian trek,Uttaranchal,,Gaurikund-Kedarnath pedestrian trek,11/09/2014 0:00,downpour,0.0,0.0,30.688,79.0478,2014-11-09,00:00:00,11.0,Nov
315,As per media report landslides triggered by heavy rainfall on 9th August 2010 near Nirgaddu about 4 km from Tapovan on Rishikesh - Badrinath route blocked the highway for 6 hours. ,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL","Nirgaddu about 4 km from Tapovan on Rishikesh - Badrinath route, Uttarakhand ",Uttaranchal,,"Nirgaddu about 4 km from Tapovan on Rishikesh - Badrinath route, Uttarakhand ",09/08/2010 0:00,downpour,0.0,,30.6463,79.5306,2010-09-08,00:00:00,9.0,Sep
316,"The train services between the city and Bangalore, which were disrupted due to the landslide between Yedakumeri and Siribagilu stations on Sunday, resumed on Monday October 4. The train to Bangalore from here did not begin its journey because of the said problem. The railways, in a swift operation, cleared the tracks within a day and paved way for the movement of goods and passenger trains on this line, the railway officials stated. The above stretch had suffered several landslides in the past because of heavy rains, and as the earth on this hilly terrain is wet. As the landslide on Sunday was of less intensity, repairs could be completed by removing boulders and mud that had got deposited on the tracks without much loss of time, it is learnt.",daijiworld,http://www.daijiworld.com/news/news_disp.asp?n_id=86992&n_tit=Mangalore%3A+Train+Services+to+Bangalore+Resume,"Channarāyapatna : The train services between the city and Bangalore, which were disrupted due to the landslide between Yedakumeri and Siribagilu stat*",Karnataka,,,03/10/2010 0:00,rain,0.0,,12.9711,76.2728,2010-03-10,00:00:00,3.0,Mar
317,"Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entered the third day today.  The landslide blocking NH-39 occurred at Ekai village, two kilometer away from Tadubi at about 4.30 pm today while the traffic on NH-53 was blocked by a heavy landslide at Kambirong only 10 metres away from Nungba police station, official reports said.  The report said that due to the landslide at Ekai village, highway traffic has been totally blocked.  A portion of around 10 metres of the hill face has slid due to torrential rains in the last few days, it added.  The road has been totally blocked by rocks and mud forcing freight trucks and other vehicles stranded on both sides of the landslide area.",e-pao,http://www.e-pao.net/GP.asp?src=27..280810.aug10,"NH-53 at Nungba police station, Kambirong(?), Manipur",Manipur,,"NH-53 at Nungba police station, Kambirong(?), Manipur",27/08/2010 16:30,downpour,0.0,,24.7505,93.4221,2010-08-27,16:30:00,8.0,Aug
318,Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has totally cut off villages in Willong and Yangkhullen circle. Sources specified of major landslides in different locations including 15 kms from Maram,The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,"15 kms from Maram, National Highway-102/A (Maram Peren road)",Manipur,,"15 kms from Maram, National Highway-102/A (Maram Peren road)",22/07/2015 0:00,continuous_rain,0.0,0.0,25.4477,94.0489,2015-07-22,00:00:00,7.0,Jul
319,"Around seven persons were injured in a landslide that occurred at Pullupara, near Peruvanthanam in Idukki. Another landside wreaked havoc at Chonamala, Periyamala, Vellampatta and Palomala in Thalanad, and Karikad in Theekkoy panchayat.",IBN,http://ibnlive.in.com/news/heavy-rain-landslide-wreak-havoc-on-central-travancore/283183-60-116.html,"Chonamala, Periyamata, Vellampatta",Kerala,,"Chonamala, Periyamata, Vellampatta",17/08/2012 0:00,downpour,,,9.7285,76.803,2012-08-17,00:00:00,8.0,Aug
320,"Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout",www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,"Nanga, Nagaland",Nagaland,,"Nanga, Nagaland",04/08/2013 0:00,continuous_rain,,,26.284,94.5808,2013-04-08,00:00:00,4.0,Apr
321,"May 23 2011: Heavy rainfall caused landslides at three different places along Kaiphundai-Tousem road, the only lifeline of the villagers of restive Tousem Sub-Division of Tamenglong district.  The landslides occurred between New Mandeu and Mandeu village and at Tamenglong-Tousem-Haflong road, said a press release issued by Executive Member of Tamenglong ADC, MP Guang.",e-pao,http://www.e-pao.net/GP.asp?src=15..240511.may11,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",Manipur,,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",22/05/2011 0:00,downpour,0.0,,25.0672,93.4093,2011-05-22,00:00:00,5.0,May
322,30 steps of the serpentine stairway over river Chambal collapsed yesterday after a landslide and heavy rains,rediff,http://www.rediff.com/news/2008/aug/11kota.htm,"Gaiparnath Mahadev temple, foothills of Chambal ravines",Rajasthan,,"Gaiparnath Mahadev temple, foothills of Chambal ravines",10/08/2008 0:00,rain,2.0,,25.08,75.72,2008-10-08,00:00:00,10.0,Oct
323,Two landslides between Chalong to Paraolon,E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,between Chalong and Paraolon,Manipur,,between Chalong and Paraolon,01/08/2015 0:00,continuous_rain,0.0,0.0,24.1988,94.1016,2015-01-08,00:00:00,1.0,Jan
324,The second major landslide occurred about five kilometers from Dharamsala. An entire portion of hill that was weakened due to illegal cutting of mountains slid down on the road. The PWD authorities had cleared boulders from the road till the afternoon but the hill weakened by illegal cutting continues to pose threat to public property and commuters using the road.,Tribune,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,Dharamsala-Kangra state highway,Himachal Pradesh,,Dharamsala-Kangra state highway,12/08/2015 9:00,monsoon,0.0,0.0,32.1764,76.3075,2015-12-08,09:00:00,12.0,Dec
325,"The Dehradun Met department says the state capital received a record 340 mm of rainfall on Monday and the Met department has forecast more heavy rains in the next 24 hours. Several roads, including the National Highway 24, have been blocked to avoid any more traffic jams. Landslides have been continuing in various parts of the state. Cloudbursts and landslips killed 13 at Rambara in the district, they said adding a number of people were reported missing. Seventy-three houses were totally damaged in Rudraprayag, 60 in Pithoragarh, 19 in Uttarkashi, 10 in Dehradun and one each in Tehri and Bageshwar. (2nd article) Surrounded by dense green forest, with a waterfall nearby, the tiny village of Rambara was the most popular resting place for devotees trekking to Kedarnath from Gaurikund. But the flash floods that caused death and destruction at Kedarnath on June 16-17 spared none in Rambara. Nothing is left there, just nothing. The entire area, which housed around 100-150 shops and five hote",ibnlive.in.com,http://ibnlive.in.com/news/uttarakhand-floods-landslides-leave-40-dead-over-60000-stranded/399619-3.html,"Rambara District, Uttarakhand",Uttaranchal,,"Rambara District, Uttarakhand",17/06/2013 0:00,downpour,13.0,,30.6945,79.0544,2013-06-17,00:00:00,6.0,Jun
326,"Dehradun, Aug 12 (PTI) The Chardham yatra comprising pilgrimage to four Himalayan shrines of Badrinath, Kedarnath, Gangotri and Yamunotri came to a halt today due to landslides following rains, a day after it had resumed.The Rishikesh-Gangotri national highway, hit by landslides at Sainj area of Uttarkashi district on Aug 7, remained closed for the sixth consecutive day.Moreover, highways leading to three other shrines were also effected by fresh landslides at several places suspending the yatra completely, officials said.The blockade has left hundreds of pilgrims stranded at various places but the state government claimed that all arrangements for their food and lodging were already in place.The pilgrimage to Badrinath, Kedarnath and Yamunotri had resumed on Wednesday night after remaining suspended for two days.The BRO, PWD and police personnel are trying to clear the roads, officials said.Meanwhile, light to moderate rains continued to lash most parts of Uttarakhand with Uttarkashi ",ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/landslides-suspend-chardham-yatra/786379.html,"The Rishikesh-Gangotri national highway, Sainj",Himachal Pradesh,,"The Rishikesh-Gangotri national highway, Sainj",07/08/2011 0:00,rain,0.0,,31.0766,77.3913,2011-07-08,00:00:00,7.0,Jul
327,"Estimated date. Even as falling boulders from a mountain have partially blocked the flow of Satluj river at Urni in Kinnaur district resulting into the formation of an artificial lake and posing threat to around Rs 4 crore bridge on the river, the National Disaster Response Force (NDRF) has not responded to the request of the state government for help even after six days.  In the absence of help from NDRF and Army, the district administration has engaged five Nepali labourers who are trying to remove the debris, risking their own lives.  As the monsoon has already arrived in Himachal Pradesh, heavy rainfall in the high hills can result into heavy flow of water in the river. There is fear of flood too as the Satluj river is swelling in Urni, said Negi.",Times of India,http://timesofindia.indiatimes.com/city/shimla/Flood-fears-loom-large-as-boulders-block-Satluj-flow/articleshow/52878409.cms,"Urni, Satluj river, Kinnaur district, Himachal Pradesh, India",Himachal Pradesh,,"Urni, Satluj river, Kinnaur district, Himachal Pradesh, India",17/06/2016 0:00,monsoon,0.0,0.0,31.5124,78.1181,2016-06-17,00:00:00,6.0,Jun
328,"As per media report torrential rains on 29th July 2010 triggered a landslide at Shakthinagar, Mangalore. The landslide damaged a house and injured one person. ",gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL","Shakthinagar, Mangalore",Karnataka,,"Shakthinagar, Mangalore",29/07/2010 0:00,downpour,0.0,,12.896,74.8735,2010-07-29,00:00:00,7.0,Jul
329,"NEW DELHI (AP) - A landslide triggered by torrential seasonal rains swept through a hilly region in southern India, killing at least 42 people, an official said Tuesday.  The landslide demolished nearly 300 tin-roofed mud huts Monday in the Ooty and Coonoor region of Tamil Nadu state, a state flood control official said on condition of anonymity because he was not authorized to talk to reporters. The region is nearly 1,120 miles (1,800 kilometers) south of the capital, New Delhi.  Rescuers found 14 bodies in the debris Monday and another 28 on Tuesday, the official said, adding that eight injured people were hospitalized.  NEW DELHI (AP) - A landslide triggered by torrential seasonal rains swept through a hilly region in southern India, killing at least 42 people, an official said Tuesday.  The landslide demolished nearly 300 tin-roofed mud huts Monday in the Ooty and Coonoor region of Tamil Nadu state, a state flood control official said on condition of anonymity because he was not au",kndu,http://www.kndu.com/global/story.asp?s=11474651,"Ooty and Coonoor, Tamil Nadu",Tamil Nadu,,"Ooty and Coonoor, Tamil Nadu",09/11/2009 0:00,downpour,42.0,,11.4098,76.6939,2009-09-11,00:00:00,9.0,Sep
330,Katra-bound Shri Shakti express train was stuck for hours today on Udhampur-Katra route due to mudslide triggered by heavy rain in Udhampur district today.,Business Standard,http://www.business-standard.com/article/pti-stories/express-train-stuck-for-hours-due-to-mudslide-114090700007_1.html,Ramnagar railway station,Jammu and Kashmir,,Ramnagar railway station,07/11/2014 0:00,downpour,0.0,0.0,32.9411,75.0922,2014-07-11,00:00:00,7.0,Jul
331,"In other incidents yesterday in Ramban district, 3 houses were damaged due to an avalanche in Krapur and Asran remote mountainous villages, while six houses suffered damage when a landslide triggered by heavy rains hit Surjan village in Bani mountainous belt in Kathua district. No casualty has been reported in these areas, they said adding that the families have been shifted to safer places in the districts",indianexpress,http://www.indianexpress.com/news/landslides-avalanches-hit-kashmir;-three-dead/912870,Surjan village in Bani mountainous belt in Kathua district (,Jammu and Kashmir,,Surjan village in Bani mountainous belt in Kathua district (,15/02/2012 0:00,downpour,0.0,,32.3682,75.5227,2012-02-15,00:00:00,2.0,Feb
332,"A nearly one km-long stretch of the Mumbra bypass on the outskirts of the city caved in on Wednesday morning due to incessant rains and has been closed for vehicular traffic, police said. ÒDue to heavy rains, around one km-long stretch of the Mumbra bypass has developed huge craters and has been badly damaged. As a precautionary measure, the traffic on either side of the road has been divertedÓ, a police officer said. However, the closure of the bypass has led to traffic snarls in the internal parts of the city. The Mumbra bypass on the National Highway 4 (Mumbai-Pune highway) is a crucial link to traffic from Delhi-Ahmedabad-Mumbai (NH3) and Agra-Nashik-Mumbai (NH8) going towards Panvel, Jawaharlal Nehru Port Trust (JNPT), Pune and beyond, and is mostly used by heavy vehicles.",www.thehindu.com,http://www.thehindu.com/news/national/other-states/mumbra-bypass-develops-crater-closed-for-traffic/article4948062.ece,"National Highway 4, Navi Mumbai, Maharashtra",Maharashtra,,"National Highway 4, Navi Mumbai, Maharashtra",24/07/2013 0:00,downpour,0.0,,19.1711,73.0207,2013-07-24,00:00:00,7.0,Jul
333,(video) It is becoming difficult to reach people stranded in Uttarakhand by roads with massive landslides leading to roadblocks. CNN-IBN found one such landslide in Tipri on its way to Kedarnath.,ibnlive.in.com,http://ibnlive.in.com/videos/400037/ground-report-massive-landslides-in-tipri-block-roads.html,Road Near Tipri To Kedarnath,Uttaranchal,,Road Near Tipri To Kedarnath,18/06/2013 15:00,rain,0.0,,30.3797,78.5017,2013-06-18,15:00:00,6.0,Jun
